               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  38,             0.11119,            0.026519,             0.04592,                   0,                   0,                   0,                   0,            0.091319,            0.013544,            0.034125,           0.0096337,           0.0096337,           0.0096337
                  39,             0.10842,            0.026688,            0.045612,                   0,                   0,                   0,                   0,            0.091359,            0.013391,            0.034889,           0.0096238,           0.0096238,           0.0096238
                  40,             0.10868,            0.027049,            0.045243,          4.9877e-05,            0.020599,          2.8903e-05,          5.6114e-06,            0.091857,            0.013571,            0.034135,           0.0096139,           0.0096139,           0.0096139
                  41,             0.11059,            0.026624,            0.045699,          3.9585e-05,            0.005618,          2.0559e-05,           3.393e-06,            0.091244,            0.013477,             0.03374,            0.009604,            0.009604,            0.009604
                  42,             0.10869,            0.026842,            0.044731,           4.106e-05,            0.018727,          2.6898e-05,          4.9028e-06,            0.091602,            0.013638,            0.033953,           0.0095941,           0.0095941,           0.0095941
                  43,             0.11058,            0.026728,            0.045339,          1.1516e-05,           0.0018727,           5.949e-06,           5.949e-07,            0.091394,            0.013488,            0.033901,           0.0095842,           0.0095842,           0.0095842
                  44,             0.10973,            0.026883,            0.046062,          2.9423e-05,           0.0074906,          1.6041e-05,           2.364e-06,            0.091404,            0.013505,            0.034151,           0.0095743,           0.0095743,           0.0095743
                  45,              0.1088,            0.026581,            0.045114,          4.7814e-05,            0.018727,          2.7249e-05,          6.2844e-06,            0.091228,            0.013565,            0.033953,           0.0095644,           0.0095644,           0.0095644
                  46,             0.10854,            0.026612,            0.045449,          4.7814e-05,            0.013109,          2.7057e-05,          3.4139e-06,             0.09098,            0.013491,            0.034105,           0.0095545,           0.0095545,           0.0095545
                  47,             0.11003,            0.026739,            0.045652,          2.9898e-05,           0.0074906,            1.66e-05,          3.6482e-06,            0.090969,            0.013476,            0.033917,           0.0095446,           0.0095446,           0.0095446
                  48,             0.11107,            0.026418,            0.047162,                   0,                   0,                   0,                   0,            0.091412,            0.013425,            0.034055,           0.0095347,           0.0095347,           0.0095347
                  49,             0.10875,            0.026295,            0.046743,                   0,                   0,                   0,                   0,             0.09145,            0.013412,            0.034612,           0.0095248,           0.0095248,           0.0095248
                  50,             0.11006,            0.026326,            0.045522,          2.5551e-05,           0.0037453,           1.337e-05,           1.337e-06,            0.091367,            0.013325,            0.033693,           0.0095149,           0.0095149,           0.0095149
                  51,             0.10933,              0.0268,            0.045213,          4.7068e-05,            0.011236,          2.7011e-05,          4.3573e-06,            0.091494,            0.013472,              0.0339,            0.009505,            0.009505,            0.009505
                  52,             0.11061,            0.026915,             0.04538,          4.5992e-05,            0.018727,          3.4074e-05,          7.3069e-06,            0.091582,            0.013447,            0.033576,           0.0094951,           0.0094951,           0.0094951
                  53,             0.11039,            0.026488,            0.045687,          4.0729e-05,            0.014981,          2.3951e-05,          4.9606e-06,            0.091239,            0.013428,            0.033541,           0.0094852,           0.0094852,           0.0094852
                  54,             0.10995,            0.026594,            0.045778,          5.3899e-05,            0.016854,          3.0636e-05,          5.8798e-06,            0.091137,            0.013305,            0.034007,           0.0094753,           0.0094753,           0.0094753
                  55,             0.10775,            0.026646,            0.044852,          5.8599e-05,            0.020599,          3.4102e-05,          8.3785e-06,            0.090981,            0.013266,            0.034388,           0.0094654,           0.0094654,           0.0094654
                  56,             0.10836,            0.026586,            0.044749,          6.8518e-05,            0.016854,          3.7961e-05,           6.955e-06,            0.091375,            0.013422,            0.033673,           0.0094555,           0.0094555,           0.0094555
                  57,             0.11006,            0.026467,             0.04488,          4.9112e-05,            0.018727,          3.2518e-05,          6.4513e-06,            0.091304,            0.013547,            0.033583,           0.0094456,           0.0094456,           0.0094456
                  58,             0.11049,            0.027081,            0.045063,          6.4599e-05,             0.02809,          4.6682e-05,          9.8384e-06,            0.091135,            0.013272,            0.033491,           0.0094357,           0.0094357,           0.0094357
                  59,             0.11073,            0.026448,            0.046104,          5.5955e-05,            0.026217,          6.1717e-05,          1.1629e-05,            0.091199,            0.013447,            0.033905,           0.0094258,           0.0094258,           0.0094258
                  60,             0.10935,            0.026466,            0.046146,          4.8806e-05,            0.018727,           3.325e-05,          6.7442e-06,            0.090723,            0.013079,            0.034223,           0.0094159,           0.0094159,           0.0094159
                  61,             0.10985,             0.02677,             0.04493,          4.5405e-05,            0.018727,          2.7872e-05,          5.7879e-06,            0.090938,            0.013126,            0.033966,            0.009406,            0.009406,            0.009406
                  62,             0.11009,            0.026401,            0.044941,          5.2722e-05,            0.016854,          3.0971e-05,          5.9942e-06,            0.091199,             0.01296,            0.033673,           0.0093961,           0.0093961,           0.0093961
                  63,             0.10817,            0.026673,            0.044927,          5.0664e-05,            0.020599,          3.2596e-05,          6.2507e-06,            0.091278,            0.013081,            0.033736,           0.0093862,           0.0093862,           0.0093862
                  64,             0.10826,            0.026271,            0.044316,            4.96e-05,            0.020599,          3.6237e-05,          7.6478e-06,            0.091162,            0.013087,             0.03339,           0.0093763,           0.0093763,           0.0093763
                  65,             0.10854,            0.026594,            0.044842,          6.8043e-05,            0.029963,          4.9447e-05,           9.278e-06,            0.091271,            0.013081,            0.033612,           0.0093664,           0.0093664,           0.0093664
                  66,             0.10955,            0.026422,             0.04499,           6.088e-05,            0.020599,          3.8514e-05,          7.8313e-06,            0.090727,            0.013021,            0.033541,           0.0093565,           0.0093565,           0.0093565
                  67,             0.10755,            0.026752,            0.045519,          7.1861e-05,            0.024345,          4.4067e-05,          9.4896e-06,             0.09057,            0.013014,            0.033771,           0.0093466,           0.0093466,           0.0093466
                  68,             0.10859,            0.026508,            0.044573,          8.5936e-05,            0.035581,          6.8325e-05,          1.4356e-05,            0.090593,            0.012956,            0.033577,           0.0093367,           0.0093367,           0.0093367
                  69,             0.10948,            0.026448,             0.04511,          8.5512e-05,            0.039326,          7.1613e-05,          1.8248e-05,             0.09081,            0.013066,            0.034041,           0.0093268,           0.0093268,           0.0093268
                  70,             0.11036,             0.02693,            0.045535,           6.848e-05,            0.020599,           4.202e-05,          9.9707e-06,            0.090507,            0.012875,            0.033453,           0.0093169,           0.0093169,           0.0093169
                  71,             0.10879,            0.026851,             0.04445,           0.0033358,            0.030254,           0.0017023,          0.00034096,            0.090775,            0.012976,             0.03298,            0.009307,            0.009307,            0.009307
                  72,             0.10724,            0.026553,            0.044627,          4.8421e-05,            0.011236,          2.9386e-05,          6.1111e-06,            0.091064,            0.013094,            0.033128,           0.0092971,           0.0092971,           0.0092971
                  73,             0.10822,            0.026869,            0.044912,          8.1736e-05,            0.024345,          0.00021908,          2.6749e-05,            0.091107,            0.013119,             0.03359,           0.0092872,           0.0092872,           0.0092872
                  74,             0.10963,            0.026483,            0.045102,          7.1464e-05,            0.029963,          0.00011756,          2.5279e-05,            0.090543,            0.013122,            0.033593,           0.0092773,           0.0092773,           0.0092773
                  75,             0.11033,            0.027043,            0.045685,          0.00036535,            0.032127,          0.00020955,          2.8804e-05,            0.091329,            0.013136,            0.033393,           0.0092674,           0.0092674,           0.0092674
                  76,              0.1085,            0.026942,            0.043761,          9.8996e-05,            0.026217,          6.7721e-05,          1.6298e-05,            0.091099,            0.012776,            0.032733,           0.0092575,           0.0092575,           0.0092575
                  77,             0.10816,            0.026538,            0.044732,          0.00061264,             0.04149,          0.00041997,          6.2614e-05,            0.090907,            0.013186,            0.033198,           0.0092476,           0.0092476,           0.0092476
                  78,             0.10713,            0.026796,            0.043931,          0.00074456,            0.024636,          0.00040203,          4.8676e-05,            0.090431,            0.013159,            0.033252,           0.0092377,           0.0092377,           0.0092377
                  79,             0.11054,            0.026846,             0.04519,          0.00037731,            0.032127,          0.00020759,          4.2619e-05,            0.090715,            0.013068,             0.03362,           0.0092278,           0.0092278,           0.0092278
                  80,             0.10908,            0.026289,            0.044917,          0.00038622,            0.030254,          0.00021969,          3.0326e-05,            0.090338,            0.012902,            0.033265,           0.0092179,           0.0092179,           0.0092179
                  81,             0.10851,            0.026691,            0.044168,          6.7033e-05,            0.016854,          3.9463e-05,          1.0316e-05,            0.090345,            0.013056,            0.032835,            0.009208,            0.009208,            0.009208
                  82,              0.1071,            0.027031,            0.044169,          9.7927e-05,            0.033708,          0.00016232,          3.0836e-05,            0.090992,            0.012932,            0.032899,           0.0091981,           0.0091981,           0.0091981
                  83,             0.10906,            0.026408,            0.045172,          0.00010599,            0.043071,           0.0026035,          0.00027354,              0.0906,            0.013051,            0.032904,           0.0091882,           0.0091882,           0.0091882
                  84,             0.10829,            0.026842,            0.044468,          8.8632e-05,            0.026217,          7.1451e-05,          1.8141e-05,             0.09078,            0.012951,             0.03342,           0.0091783,           0.0091783,           0.0091783
                  85,             0.10817,             0.02681,            0.044379,          0.00028044,            0.045236,          0.00049368,          6.0846e-05,            0.090709,            0.012938,            0.032821,           0.0091684,           0.0091684,           0.0091684
                  86,             0.11033,            0.026625,            0.045069,           0.0008353,            0.050854,           0.0047792,           0.0014198,            0.089653,            0.012989,             0.03286,           0.0091585,           0.0091585,           0.0091585
                  87,             0.10812,            0.026997,            0.044104,          0.00014074,            0.046816,           0.0026929,          0.00053876,            0.090456,            0.012941,            0.032518,           0.0091486,           0.0091486,           0.0091486
                  88,             0.10893,            0.026777,            0.044492,          0.00012805,            0.044944,          0.00089545,          0.00022487,            0.089655,            0.012802,            0.032582,           0.0091387,           0.0091387,           0.0091387
                  89,             0.10987,            0.026529,            0.045033,          0.00011367,            0.031835,          0.00013446,          2.5583e-05,            0.089819,            0.012916,            0.033092,           0.0091288,           0.0091288,           0.0091288
                  90,             0.10664,            0.026355,            0.043612,          0.00015557,            0.048689,          0.00087839,          0.00022469,            0.090463,            0.012962,            0.033046,           0.0091189,           0.0091189,           0.0091189
                  91,             0.10965,            0.026774,            0.044619,           0.0028033,            0.039618,           0.0044281,          0.00071022,            0.090578,            0.012875,            0.033026,            0.009109,            0.009109,            0.009109
                  92,             0.10921,             0.02682,            0.044342,          0.00059643,            0.041782,          0.00074674,          0.00014359,            0.090649,            0.012855,            0.032952,           0.0090991,           0.0090991,           0.0090991
                  93,             0.10877,            0.026763,            0.044103,          0.00012832,            0.059925,          0.00075201,          0.00028801,            0.090826,            0.013253,            0.032194,           0.0090892,           0.0090892,           0.0090892
                  94,             0.10899,            0.027006,            0.044339,          0.00010533,            0.033708,          0.00028535,          7.2763e-05,            0.090621,            0.012767,            0.033158,           0.0090793,           0.0090793,           0.0090793
                  95,             0.10965,            0.026575,            0.044859,          0.00012407,            0.050562,          0.00074687,          0.00016192,            0.090752,            0.012845,            0.032623,           0.0090694,           0.0090694,           0.0090694
                  96,             0.10801,            0.026856,            0.044116,           0.0001267,            0.046816,          0.00032417,           7.897e-05,            0.090637,            0.012869,            0.032668,           0.0090595,           0.0090595,           0.0090595
                  97,             0.10871,            0.026609,            0.044973,          0.00074338,            0.054599,           0.0007883,          0.00016308,            0.090123,            0.012919,            0.032329,           0.0090496,           0.0090496,           0.0090496
                  98,             0.10938,            0.026781,            0.045126,          0.00010301,            0.043071,          0.00020511,          8.0902e-05,            0.090639,            0.013027,            0.032713,           0.0090397,           0.0090397,           0.0090397
                  99,             0.10977,            0.026714,            0.044913,          0.00012721,            0.037453,          0.00028178,          6.0096e-05,            0.090601,            0.013105,            0.032729,           0.0090298,           0.0090298,           0.0090298
                 100,             0.10938,            0.026462,            0.044647,          0.00040588,            0.045819,          0.00039222,          0.00011795,            0.090724,             0.01323,            0.032044,           0.0090199,           0.0090199,           0.0090199
                 101,             0.10706,            0.026731,            0.043507,          0.00015196,            0.048689,           0.0026869,          0.00080605,            0.090532,            0.013064,            0.032087,             0.00901,             0.00901,             0.00901
                 102,             0.10828,            0.026918,            0.043927,          0.00015885,            0.052434,           0.0031863,           0.0010958,            0.090159,            0.012873,            0.032171,           0.0090001,           0.0090001,           0.0090001
                 103,             0.10794,            0.026412,            0.044174,           0.0010785,            0.047108,           0.0034935,           0.0011297,             0.08996,              0.0129,            0.032133,           0.0089902,           0.0089902,           0.0089902
                 104,             0.10679,            0.026446,            0.043854,          0.00013408,            0.035581,           0.0029948,           0.0010705,            0.089822,            0.012843,            0.032302,           0.0089803,           0.0089803,           0.0089803
                 105,             0.10932,            0.026871,            0.044621,          0.00010829,            0.031835,            0.002935,           0.0013223,            0.089697,             0.01298,            0.032542,           0.0089704,           0.0089704,           0.0089704
                 106,             0.10786,            0.026793,             0.04327,          0.00015946,            0.041199,           0.0029849,            0.001565,            0.089245,            0.012941,            0.032193,           0.0089605,           0.0089605,           0.0089605
                 107,             0.10783,            0.026762,            0.043514,             0.66705,            0.052434,           0.0033481,          0.00096971,            0.089705,             0.01315,            0.032506,           0.0089506,           0.0089506,           0.0089506
                 108,             0.10716,            0.027088,            0.043576,          0.00025041,            0.043363,          0.00047951,          0.00016674,            0.089764,            0.013081,            0.032197,           0.0089407,           0.0089407,           0.0089407
                 109,             0.10895,            0.026419,            0.044007,          0.00010766,            0.031835,          0.00058898,          0.00021065,            0.090178,            0.012849,            0.032227,           0.0089308,           0.0089308,           0.0089308
                 110,             0.10721,            0.026867,            0.042828,          0.00039566,            0.058636,          0.00063528,          0.00019066,              0.0903,            0.012937,            0.031717,           0.0089209,           0.0089209,           0.0089209
                 111,             0.10628,            0.026711,            0.043605,          0.00032184,            0.058636,           0.0027994,           0.0013254,            0.090219,            0.012911,            0.031841,            0.008911,            0.008911,            0.008911
                 112,             0.10812,            0.026665,            0.043685,            0.000288,            0.048981,           0.0027942,           0.0010949,             0.09007,            0.012863,            0.031441,           0.0089011,           0.0089011,           0.0089011
                 113,              0.1099,            0.026907,            0.045005,          0.00035656,            0.058344,           0.0028919,           0.0018226,            0.089815,            0.013072,             0.03225,           0.0088912,           0.0088912,           0.0088912
                 114,             0.10821,            0.027047,            0.043759,           0.0005728,            0.068291,           0.0011908,          0.00037599,            0.089715,            0.013153,            0.031791,           0.0088813,           0.0088813,           0.0088813
                 115,              0.1093,            0.026853,            0.044722,           0.0004233,            0.064254,           0.0014852,          0.00026919,            0.089792,            0.012959,            0.031998,           0.0088714,           0.0088714,           0.0088714
                 116,              0.1088,            0.026536,            0.044072,          0.00023657,             0.05618,           0.0016332,          0.00030637,            0.089278,             0.01298,            0.031631,           0.0088615,           0.0088615,           0.0088615
                 117,              0.1082,            0.026581,            0.044311,          0.00021974,            0.059925,           0.0020767,          0.00062393,            0.088505,            0.013033,            0.031648,           0.0088516,           0.0088516,           0.0088516
                 118,             0.10783,            0.026685,             0.04357,          0.00022033,             0.06367,           0.0020038,          0.00082768,            0.088573,            0.013067,            0.031705,           0.0088417,           0.0088417,           0.0088417
                 119,              0.1087,            0.026892,            0.043868,            0.000672,             0.06958,           0.0021996,          0.00078485,            0.088588,            0.013245,            0.031721,           0.0088318,           0.0088318,           0.0088318
                 120,              0.1076,            0.026814,            0.043986,          0.00085428,            0.062381,           0.0071325,           0.0029821,            0.089017,            0.013238,             0.03156,           0.0088219,           0.0088219,           0.0088219
                 121,             0.10833,            0.026518,             0.04407,          0.00078593,            0.056763,           0.0010898,          0.00026724,            0.089208,            0.013135,            0.031797,            0.008812,            0.008812,            0.008812
                 122,             0.10789,            0.026634,            0.044567,          0.00089692,            0.058636,           0.0010778,          0.00026919,            0.089058,             0.01307,            0.031458,           0.0088021,           0.0088021,           0.0088021
                 123,             0.10698,            0.027018,            0.043085,             0.84264,            0.005618,           0.0012283,          0.00034394,            0.088737,            0.013016,            0.031726,           0.0087922,           0.0087922,           0.0087922
                 124,              0.1083,            0.026954,            0.043997,          0.00051697,            0.060217,           0.0037228,           0.0010829,            0.088384,            0.013085,            0.031653,           0.0087823,           0.0087823,           0.0087823
                 125,             0.10858,            0.026709,            0.043563,             0.84117,           0.0093633,           0.0038649,           0.0015114,            0.088444,            0.013104,            0.031445,           0.0087724,           0.0087724,           0.0087724
                 126,             0.10806,            0.026488,            0.043663,             0.85392,            0.005618,           0.0035076,           0.0017188,            0.088893,            0.013076,            0.031147,           0.0087625,           0.0087625,           0.0087625
                 127,             0.10925,            0.026798,             0.04311,             0.84864,           0.0074906,           0.0050586,           0.0016078,            0.088842,             0.01305,            0.031054,           0.0087526,           0.0087526,           0.0087526
                 128,               0.106,            0.026482,            0.043199,             0.84831,           0.0083321,           0.0087372,           0.0024814,            0.088692,            0.013047,             0.03106,           0.0087427,           0.0087427,           0.0087427
                 129,             0.10898,            0.027089,            0.043618,             0.91706,           0.0037453,           0.0055231,           0.0024356,            0.088731,            0.013042,            0.030986,           0.0087328,           0.0087328,           0.0087328
                 130,             0.10736,            0.026973,            0.043237,             0.83573,            0.018727,           0.0059159,           0.0019792,            0.088799,            0.013106,            0.031016,           0.0087229,           0.0087229,           0.0087229
                 131,             0.10582,            0.027204,            0.043211,             0.84228,           0.0093633,           0.0048577,           0.0014585,            0.088769,            0.013062,             0.03118,            0.008713,            0.008713,            0.008713
                 132,             0.10757,            0.027016,            0.043039,               0.836,            0.018727,           0.0039284,           0.0012928,            0.088569,            0.013048,            0.031102,           0.0087031,           0.0087031,           0.0087031
                 133,             0.10627,            0.026756,            0.042194,            0.000434,             0.06958,           0.0071703,           0.0012228,            0.088414,            0.013085,            0.031021,           0.0086932,           0.0086932,           0.0086932
                 134,              0.1087,             0.02681,            0.043667,          0.00028554,            0.067416,           0.0070818,           0.0017696,            0.088385,            0.013049,            0.030975,           0.0086833,           0.0086833,           0.0086833
                 135,             0.10822,            0.026663,            0.042907,             0.84555,           0.0093633,           0.0072984,           0.0013494,            0.088142,            0.013156,              0.0307,           0.0086734,           0.0086734,           0.0086734
                 136,             0.10533,            0.026666,            0.042695,             0.86436,           0.0074906,           0.0060364,           0.0011199,            0.087886,             0.01311,            0.030634,           0.0086635,           0.0086635,           0.0086635
                 137,             0.10897,            0.026944,            0.043438,              0.8436,            0.014981,           0.0054067,           0.0021983,            0.087981,            0.013084,            0.030652,           0.0086536,           0.0086536,           0.0086536
                 138,             0.10857,            0.026793,            0.043696,             0.83693,            0.018727,             0.00584,           0.0019233,             0.08787,            0.013143,             0.03081,           0.0086437,           0.0086437,           0.0086437
                 139,             0.10785,            0.026186,            0.043636,             0.83554,            0.024345,           0.0062196,           0.0013315,            0.087955,            0.013132,            0.031074,           0.0086338,           0.0086338,           0.0086338
                 140,             0.10858,            0.026317,            0.043603,          0.00041362,            0.080816,           0.0084555,           0.0024754,            0.088151,            0.013141,            0.030986,           0.0086239,           0.0086239,           0.0086239
                 141,             0.11016,            0.026934,             0.04406,          0.00035507,            0.082397,           0.0071869,           0.0018151,            0.088092,            0.013071,            0.030936,            0.008614,            0.008614,            0.008614
                 142,             0.10791,            0.026576,            0.042625,             0.85419,            0.014733,           0.0077234,           0.0024306,            0.087946,            0.013066,            0.030801,           0.0086041,           0.0086041,           0.0086041
                 143,             0.10845,            0.026727,            0.043233,             0.85874,            0.005618,           0.0071995,           0.0018616,             0.08792,            0.013043,            0.030469,           0.0085942,           0.0085942,           0.0085942
                 144,             0.10607,            0.026939,            0.042311,             0.86159,            0.016445,             0.01384,           0.0031674,             0.08789,            0.013041,             0.03041,           0.0085843,           0.0085843,           0.0085843
                 145,             0.10723,            0.026779,            0.042722,             0.88315,            0.013109,            0.011486,           0.0030847,            0.087951,             0.01303,            0.030492,           0.0085744,           0.0085744,           0.0085744
                 146,             0.10631,            0.026732,            0.042193,             0.98833,           0.0074906,            0.012232,           0.0027785,            0.088011,            0.013019,             0.03068,           0.0085645,           0.0085645,           0.0085645
                 147,             0.10643,            0.026588,            0.043038,                   1,           0.0052821,            0.011581,           0.0032271,            0.087801,            0.013021,             0.03071,           0.0085546,           0.0085546,           0.0085546
                 148,             0.10746,            0.026461,            0.043008,             0.95488,           0.0051529,           0.0087228,           0.0022732,            0.087706,            0.013017,            0.030654,           0.0085447,           0.0085447,           0.0085447
                 149,             0.10756,            0.026763,            0.043169,              0.9657,           0.0072732,            0.011004,            0.002281,            0.087613,            0.013029,             0.03079,           0.0085348,           0.0085348,           0.0085348
                 150,             0.10751,            0.026635,            0.041974,             0.92321,           0.0093633,           0.0085375,           0.0014343,             0.08782,             0.01304,             0.03076,           0.0085249,           0.0085249,           0.0085249
                 151,             0.10836,            0.026821,            0.044049,             0.85665,           0.0037453,           0.0053406,           0.0010905,             0.08825,            0.013145,            0.030769,            0.008515,            0.008515,            0.008515
                 152,             0.10752,            0.026743,            0.043278,              0.9085,           0.0037453,           0.0057906,           0.0012024,            0.088303,            0.013135,            0.030973,           0.0085051,           0.0085051,           0.0085051
                 153,             0.10864,            0.026607,            0.043314,             0.93056,           0.0074906,           0.0077839,           0.0011296,            0.088414,            0.013091,            0.030828,           0.0084952,           0.0084952,           0.0084952
                 154,             0.10756,            0.026707,            0.042881,             0.91492,             0.00901,            0.008604,            0.001804,            0.088306,             0.01304,            0.030844,           0.0084853,           0.0084853,           0.0084853
                 155,             0.10655,             0.02657,            0.043013,             0.88066,            0.011142,            0.012162,           0.0024323,            0.088372,            0.013035,            0.030898,           0.0084754,           0.0084754,           0.0084754
                 156,             0.10592,            0.026829,            0.042094,             0.87343,            0.013109,             0.01126,           0.0023158,            0.088213,            0.013036,             0.03073,           0.0084655,           0.0084655,           0.0084655
                 157,             0.10691,            0.027039,            0.042274,              0.8607,           0.0084792,           0.0079712,           0.0020207,            0.088135,            0.013034,            0.030627,           0.0084556,           0.0084556,           0.0084556
                 158,             0.10647,            0.026785,            0.043146,             0.85759,           0.0074906,           0.0091146,            0.002503,            0.088145,            0.013007,            0.030577,           0.0084457,           0.0084457,           0.0084457
