               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  83,            0.035712,            0.011235,           0.0073728,             0.88762,             0.68449,             0.76994,             0.30035,            0.050878,           0.0083718,            0.012516,            0.005941,            0.005941,            0.005941
                  84,            0.047539,            0.011198,           0.0080511,             0.84184,             0.63326,             0.73681,             0.28758,            0.050264,           0.0084121,            0.013135,           0.0058915,           0.0058915,           0.0058915
                  85,             0.03807,            0.011261,           0.0064329,             0.82776,             0.63696,             0.72662,              0.2863,            0.049838,           0.0087539,            0.013502,            0.005842,            0.005842,            0.005842
                  86,            0.033252,            0.011346,           0.0057324,             0.86982,             0.65835,             0.76722,             0.30134,            0.050272,           0.0086061,            0.013417,           0.0057925,           0.0057925,           0.0057925
                  87,            0.037105,            0.011147,           0.0077212,             0.74878,             0.58131,             0.65177,             0.26894,            0.055099,            0.011243,            0.015744,            0.005743,            0.005743,            0.005743
                  88,            0.047247,            0.011766,           0.0077705,             0.78955,             0.64155,             0.71259,             0.28751,            0.050818,           0.0085691,            0.013699,           0.0056935,           0.0056935,           0.0056935
                  89,            0.040865,            0.011585,           0.0060538,              0.7856,             0.65835,             0.71199,             0.28426,            0.047425,           0.0086031,            0.011952,            0.005644,            0.005644,            0.005644
                  90,            0.038666,            0.011394,           0.0062764,              0.7596,             0.62949,             0.67733,             0.25519,            0.049851,           0.0090574,            0.011622,           0.0055945,           0.0055945,           0.0055945
                  91,            0.045009,            0.011543,           0.0080072,             0.79284,             0.68021,             0.72432,             0.29625,            0.047861,           0.0087207,            0.012021,            0.005545,            0.005545,            0.005545
                  92,            0.033195,            0.011918,           0.0059612,             0.78305,             0.67249,             0.73274,             0.27935,            0.049578,           0.0092952,             0.01226,           0.0054955,           0.0054955,           0.0054955
                  93,            0.041522,            0.011367,           0.0077198,               0.711,             0.60622,             0.65555,             0.23394,            0.049918,            0.009499,            0.012738,            0.005446,            0.005446,            0.005446
                  94,            0.045436,            0.011561,            0.007553,             0.82111,             0.63311,             0.71195,             0.27779,            0.048446,            0.008721,            0.012928,           0.0053965,           0.0053965,           0.0053965
                  95,            0.032149,            0.011144,           0.0053208,             0.82371,             0.61211,             0.70232,             0.25574,            0.051611,           0.0084626,             0.01357,            0.005347,            0.005347,            0.005347
                  96,            0.039512,            0.010973,           0.0078099,             0.81492,             0.60459,             0.68944,             0.25706,             0.05124,           0.0085277,            0.012766,           0.0052975,           0.0052975,           0.0052975
                  97,             0.04265,            0.011363,            0.008298,             0.88397,             0.68796,             0.77115,             0.30702,            0.048385,            0.008225,            0.012979,            0.005248,            0.005248,            0.005248
                  98,            0.038447,            0.012024,           0.0071604,             0.88603,             0.68682,             0.77749,             0.31731,            0.047819,           0.0080361,             0.01341,           0.0051985,           0.0051985,           0.0051985
                  99,            0.047154,            0.010987,           0.0077481,             0.84709,             0.67315,             0.74799,             0.29158,            0.049643,           0.0081501,            0.013634,            0.005149,            0.005149,            0.005149
                 100,            0.030696,            0.011031,           0.0051012,              0.8694,             0.67489,             0.75512,             0.29555,            0.049933,            0.008071,            0.013193,           0.0050995,           0.0050995,           0.0050995
                 101,            0.038328,            0.010899,           0.0051948,             0.86778,             0.66996,             0.76867,             0.31706,            0.049492,           0.0084591,            0.014593,             0.00505,             0.00505,             0.00505
